"","order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","binomial_name","log_body_mass","picky","herbivore","carnivore","picky_herb","picky_carn"
"2666","Cetartiodactyla","Delphinidae","Stenella","attenuata","Stenella attenuata","Stenella attenuata",112500,780,2135,NA,16790,2773.1,3287.25,4383,3328.095,345.095,NA,1,0.35,1108.616,10000,543,NA,8395,NA,NA,0,1,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"stenella_attenuata",4.72295322164447,0,0,1,0,2
"2667","Cetartiodactyla","Delphinidae","Stenella","clymene","Stenella clymene","Stenella clymene",75000,676.076,2519.995,NA,10594.125,2230.865,1947.345,3652.5,2266.817,319.472,NA,1,0.42,942.34,7059.825,405.05,39999.995,5079.333,NA,NA,0,1,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Nearctic, Neotropical",1,"stenella_clymene",4.31748811353631,0,0,1,0,2
"2668","Cetartiodactyla","Delphinidae","Stenella","coeruleoalba","Stenella coeruleoalba","Stenella coeruleoalba",122950,836.333,2900.42,NA,20987.5,3724.6,2880.767,3025,3202.025,368.276,NA,1.5,0.31,1264.384,11300,456.25,10369.94,7926.625,NA,0.21,0,1,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",1,"stenella_coeruleoalba",4.8117777686622,0,0,1,0,2
"2669","Cetartiodactyla","Delphinidae","Stenella","frontalis","Stenella frontalis","Stenella frontalis",99999.995,1226.357,2815,NA,16782.15,2673.437,3287.25,4383,3637.31,350.06,NA,1.049,0.333,1095,NA,1826.25,NA,7587.979,NA,NA,0,1,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Nearctic, Neotropical, Palearctic",2,"stenella_frontalis",4.60517013598809,0,0,1,0,2
"2670","Cetartiodactyla","Delphinidae","Stenella","longirostris","Stenella longirostris","Stenella longirostris",72666.665,450,2519.995,NA,10594.125,2458.56,1947.345,3652.5,2263.879,316.534,NA,0.99,0.42,942.34,7059.825,405.05,39999.995,5098.556,NA,NA,0,1,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"stenella_longirostris",4.2858827511852,0,0,1,0,2
"2671","Cetartiodactyla","Delphinidae","Steno","bredanensis","Steno bredanensis","Steno bredanensis",118250,817.717,2594.995,NA,17520,3194.688,3650,2739.375,2884.673,333.442,NA,1.165,0.591,765.757,NA,60.88,NA,6111.185,NA,NA,0,1,NA,NA,40,60,0,40,0,0,60,0,0,0,0,0,0,2,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"steno_bredanensis",4.77280102737204,0,0,1,0,2
"2672","Rodentia","Muridae","Stenocephalemys","albipes","Stenocephalemys albipes","Stenocephalemys albipes",48,0.826,124,NA,1306.91,NA,74.962,NA,104.602,25.1,10,4.41,3.166,34.329,NA,23.133,NA,514.793,0.2,NA,0,1,NA,NA,80,0,20,80,0,0,0,0,0,0,0,0,20,2,2,"G",1,0,0,1,0,3300,800,2500,NA,"Occurs on mainland",NA,NA,"Afrotropical",3,"stenocephalemys_albipes",-3.03655426807425,0,0,0,0,0
"2673","Chiroptera","Phyllostomidae","Stenoderma","rufum","Stenoderma rufum","Stenoderma rufum",21.1,0.642,61.87,49.37,5842.66,NA,416.664,NA,538.064,116.847,NA,0.995,1.762,247.171,7,53.898,NA,2126.518,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Neotropical",1,"stenoderma_rufum",-3.85848223850012,1,1,0,3,1
"2674","Rodentia","Muridae","Stochomys","longicaudatus","Stochomys longicaudatus","Stochomys longicaudatus",82.33,1.475,172,NA,1056.97,NA,109.89,NA,147.939,30.833,NA,2.69,3.217,49.88,NA,26.173,NA,649.286,0.268,83.26,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,0,0,10,1,2,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",1,"stochomys_longicaudatus",-2.4970197176718,0,0,0,0,0
"2675","Diprotodontia","Phalangeridae","Strigocuscus","celebensis","Strigocuscus celebensis","Strigocuscus celebensis",1000,5.394,343.27,NA,1244.042,NA,373.19,NA,387.095,16.736,NA,1.37,1.519,247.063,NA,159.108,NA,1124.894,1.06,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,1,0,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,"strigocuscus_celebensis",0,1,1,0,3,1
"2676","Diprotodontia","Phalangeridae","Strigocuscus","pelengensis","Strigocuscus pelengensis","Strigocuscus pelengensis",1000,6.444,364,NA,1244.042,NA,370.659,NA,384.3,15.064,NA,1.572,1.524,245.267,NA,167.741,NA,1120.74,1.06,NA,0,2,NA,NA,10,10,80,10,0,0,0,10,0,40,0,0,40,2,1,"Ar",1,0,0,1,0,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Australasian",2,"strigocuscus_pelengensis",0,0,0,0,0,0
"2677","Chiroptera","Phyllostomidae","Sturnira","aratathomasi","Sturnira aratathomasi","Sturnira aratathomasi",49.67,1.227,89.27,58.59,5564.76,NA,487.251,NA,607.018,129.348,NA,0.99,1.588,249.03,13.6,80.431,NA,2151.947,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3165,1650,1515,0,"Occurs on mainland",0,0,"Neotropical",1,"sturnira_aratathomasi",-3.00235414986288,1,1,0,3,1
"2678","Chiroptera","Phyllostomidae","Sturnira","bidens","Sturnira bidens","Sturnira bidens",18.05,0.696,101,41.49,6180.561,NA,295.205,NA,414.35,118.136,NA,1,2,231.497,1.29,69.17,NA,1907.731,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3000,1700,1300,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_bidens",-4.01460959420325,1,1,0,3,1
"2679","Chiroptera","Phyllostomidae","Sturnira","bogotensis","Sturnira bogotensis","Sturnira bogotensis",21,0.653,70,NA,5574.899,NA,425.752,NA,543.805,119.642,NA,0.99,1.5,248.985,1.54,73.325,NA,2119.848,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,3100,1200,1900,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_bogotensis",-3.86323284125871,1,1,0,3,1
"2680","Chiroptera","Phyllostomidae","Sturnira","erythromos","Sturnira erythromos","Sturnira erythromos",15.53,0.62,72.947,41.74,5339.641,NA,479.148,NA,599.098,120.517,NA,0.995,1,340.519,0.99,73.085,NA,2117.999,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1300,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_erythromos",-4.16498164182154,1,1,0,3,1
"2681","Chiroptera","Phyllostomidae","Sturnira","hondurensis","Sturnira hondurensis","Sturnira ludovici",21,0.676,70,43.5,6313.409,NA,299.491,NA,416.935,117.14,NA,0.99,2,231.391,1.54,71.933,NA,1915.882,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,600,1400,NA,NA,NA,NA,"Neotropical",1,"sturnira_ludovici",-3.86323284125871,1,1,0,3,1
"2682","Chiroptera","Phyllostomidae","Sturnira","lilium","Sturnira lilium","Sturnira lilium",20,0.52,65.96,40.5,7300,289.18,289.18,289.18,404.045,114.865,NA,1,2,233.937,5.225,87.5,NA,1905.642,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1600,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_lilium",-3.91202300542815,1,1,0,3,1
"2683","Chiroptera","Phyllostomidae","Sturnira","luisi","Sturnira luisi","Sturnira luisi",11.99,0.582,74,43,5508.243,NA,458.975,NA,575.809,119.232,NA,0.99,1.588,249.475,NA,73.242,NA,2141.067,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1930,40,1890,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_luisi",-4.42368230994271,1,1,0,3,1
"2684","Chiroptera","Phyllostomidae","Sturnira","magna","Sturnira magna","Sturnira magna",43.1,1.113,83.883,57.5,5547.161,NA,486.05,NA,608.36,127.018,NA,0.98,1.549,257.54,NA,77.346,NA,2155.754,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_magna",-3.14423228187243,1,1,0,3,1
"2685","Chiroptera","Phyllostomidae","Sturnira","mordax","Sturnira mordax","Sturnira mordax",11.79,0.569,75,46.5,5518.851,NA,457.169,NA,574.969,118.841,NA,0.99,1.615,249.704,NA,73.311,NA,2141.284,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,"sturnira_mordax",-4.44050356443286,1,1,0,3,1
"2686","Chiroptera","Phyllostomidae","Sturnira","tildae","Sturnira tildae","Sturnira tildae",22.445,0.726,73.822,45.5,5413.994,NA,472.192,NA,599.186,122.956,NA,0.99,1,340.245,2.62,73.209,NA,2119.977,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"sturnira_tildae",-3.79668740674824,1,1,0,3,1
"2687","Rodentia","Dipodidae","Stylodipus","andrewsi","Stylodipus andrewsi","Stylodipus andrewsi",57.495,1.65,130,NA,1748.689,NA,316.257,NA,335.148,30.236,NA,3.245,1,273.437,NA,40.487,NA,821.033,0.22,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,1,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",3,"stylodipus_andrewsi",-2.85605729148151,0,1,0,2,0
"2688","Rodentia","Dipodidae","Stylodipus","sungorus","Stylodipus sungorus","Stylodipus sungorus",55,1.479,130,NA,1912.729,NA,223.507,NA,242.491,31.162,NA,3.264,1.825,105.252,NA,38.762,NA,912.5,0.215,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,1,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"stylodipus_sungorus",-2.90042209374967,0,1,0,2,0
"2689","Rodentia","Dipodidae","Stylodipus","telum","Stylodipus telum","Stylodipus telum",57.495,1.63,130,NA,1647.126,NA,316.355,NA,335.693,30.227,NA,3.245,1,272.459,NA,39.774,NA,833.759,0.22,NA,0,1,0.004,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",1,"stylodipus_telum",-2.85605729148151,0,1,0,2,0
"2690","Eulipotyphla","Soricidae","Suncus","dayi","Suncus dayi","Suncus dayi",9.43,0.293,96.075,NA,960.774,NA,138.715,NA,178.679,27.857,NA,3.418,3.524,62.766,NA,22.607,NA,464.775,0.661,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,2500,1500,1000,NA,"Occurs on mainland",NA,NA,"Indomalayan",2,"suncus_dayi",-4.66385918233677,0,0,1,0,2
"2691","Eulipotyphla","Soricidae","Suncus","etruscus","Suncus etruscus","Suncus etruscus",2.365,0.071,52,NA,1183.208,296.635,228.27,365,392.25,27.903,NA,3.955,3.4,92.227,0.205,20.044,2.075,590.755,0.336,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,3000,0,3000,1,"Occurs on mainland",1,0,"Indomalayan, Palearctic",4,"suncus_etruscus",-6.04697725703824,0,0,1,0,2
"2692","Eulipotyphla","Soricidae","Suncus","etruscus","Suncus etruscus","Suncus madagascariensis",2.365,0.071,52,NA,1183.208,296.635,228.27,365,392.25,27.903,NA,3.955,3.4,92.227,0.205,20.044,2.075,590.755,0.336,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,3000,0,3000,1,"Occurs on mainland",1,0,"Indomalayan, Palearctic",4,"suncus_madagascariensis",-6.04697725703824,0,0,1,0,2
"2693","Eulipotyphla","Soricidae","Suncus","fellowesgordoni","Suncus fellowesgordoni","Suncus fellowesgordoni",2.33,0.119,52,NA,1183.208,228.27,228.27,NA,256.173,27.903,NA,3.955,3.4,83.197,0.205,20.044,2.075,525.337,0.333,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,2500,1100,1400,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",2,"suncus_fellowesgordoni",-6.06188701140453,0,0,1,0,2
"2694","Eulipotyphla","Soricidae","Suncus","infinitesimus","Suncus infinitesimus","Suncus infinitesimus",4.4,0.65,125,NA,929.253,NA,217.667,NA,251.509,26.131,NA,3.439,2.579,77.502,NA,24.213,NA,515.644,0.455,NA,0,1,NA,1,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",3,"suncus_infinitesimus",-5.42615073805792,0,0,1,0,2
"2695","Eulipotyphla","Soricidae","Suncus","lixus","Suncus lixus","Suncus lixus",8,0.35,121,NA,899.763,NA,165.194,NA,198.618,27.334,NA,2.99,3.14,65.19,NA,22.361,NA,453.389,0.61,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",5,"suncus_lixus",-4.8283137373023,0,0,1,0,2
"2696","Eulipotyphla","Soricidae","Suncus","malayanus","Suncus malayanus","Suncus malayanus",2.4,0.126,52,NA,1183.208,228.27,228.27,NA,256.173,27.903,NA,3.955,3.4,82.716,0.205,20.044,2.075,521.575,0.338,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,1465,132,1333,0,"Occurs on mainland",1,0,"Indomalayan",1,"suncus_malayanus",-6.03228654162824,0,0,1,0,2
"2697","Eulipotyphla","Soricidae","Suncus","megalura","Suncus megalura","Suncus megalura",5.38,0.16,70,NA,920.877,NA,250.297,NA,289.171,38.084,NA,1.89,2.616,90.087,NA,29.514,NA,618.125,0.502,977,0,2,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,1900,1600,300,0,"Occurs on mainland",1,0,"Afrotropical",2,"suncus_megalura",-5.22506690480844,0,0,1,0,2
"2698","Eulipotyphla","Soricidae","Suncus","montanus","Suncus montanus","Suncus montanus",45.87,0.626,138.18,NA,1183.208,36,36,36,66,30,NA,3.05,9.8,55.962,2.64,19.08,29.61,423.707,1.436,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,2400,900,1500,NA,"Occurs on mainland",NA,NA,"Indomalayan",2,"suncus_montanus",-3.08194397037306,0,0,1,0,2
"2699","Eulipotyphla","Soricidae","Suncus","murinus","Suncus murinus","Suncus murinus",45.87,0.39,138.18,NA,1183.208,32.44,36,36,62.535,30,NA,3.05,9.8,55.962,2.64,19.08,29.61,363.527,1.436,NA,1,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",4,"suncus_murinus",-3.08194397037306,0,0,1,0,2
"2700","Eulipotyphla","Soricidae","Suncus","remyi","Suncus remyi","Suncus remyi",4.03,0.675,125,NA,896.151,NA,216.548,NA,250.267,27.367,NA,3.269,2.614,76.693,NA,24.668,NA,520.413,0.436,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",1,"suncus_remyi",-5.51398890302355,0,0,1,0,2
"2701","Eulipotyphla","Soricidae","Suncus","stoliczkanus","Suncus stoliczkanus","Suncus stoliczkanus",9.43,0.707,99.387,NA,1021.155,NA,134.717,NA,172.048,28.435,NA,3.374,3.547,65.148,NA,23.552,NA,482.846,0.661,NA,0,1,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,500,0,500,NA,"Occurs on mainland",NA,NA,"Indomalayan",2,"suncus_stoliczkanus",-4.66385918233677,0,0,1,0,2
"2702","Eulipotyphla","Soricidae","Suncus","varilla","Suncus varilla","Suncus varilla",4.99,0.213,52,NA,945.917,253.75,253.75,NA,278.163,26.795,NA,3.395,2.723,80.739,NA,23.241,NA,484.92,0.484,NA,0,2,NA,NA,80,20,0,80,0,0,0,10,10,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",5,"suncus_varilla",-5.30031936921871,0,0,1,0,2
"2703","Rodentia","Muridae","Sundamys","muelleri","Sundamys muelleri","Sundamys muelleri",345.24,2.89,269,NA,730,NA,132.233,NA,177.282,28.99,NA,3.8,3.213,57.16,NA,27.31,NA,637.629,0.591,NA,0,1,NA,NA,20,10,70,20,0,10,0,0,0,30,0,0,40,3,2,"G",1,0,0,1,0,1650,NA,NA,1,"Occurs on mainland",1,0,"Indomalayan",2,"sundamys_muelleri",-1.06351545163068,0,0,0,0,0
"2704","Rodentia","Sciuridae","Sundasciurus","brookei","Sundasciurus brookei","Sundasciurus brookei",114.05,3.223,186.14,NA,1426.542,NA,304.551,NA,344.889,48.044,5,2.377,1.776,129.211,NA,50.729,NA,1111.112,0.321,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"Ar",3,0,0,1,0,NA,NA,NA,1,"Occurs on large land bridge islands",1,0,"Indomalayan",1,"sundasciurus_brookei",-2.17111833025174,0,0,0,0,0
"2705","Rodentia","Sciuridae","Sundasciurus","fraterculus","Sundasciurus fraterculus","Sundasciurus fraterculus",67,2.49,137.56,NA,4051.5,NA,349.546,NA,389.264,45.252,NA,2.5,1.646,147.846,NA,53.019,NA,1462.315,0.24,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"Ar",3,0,0,1,0,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",1,"sundasciurus_fraterculus",-2.70306265959117,0,0,0,0,0
"2706","Rodentia","Sciuridae","Sundasciurus","hippurus","Sundasciurus hippurus","Sundasciurus hippurus",335.145,6.408,258.99,NA,5374.625,NA,377.917,NA,420.978,52.853,5,2.221,1.701,177.205,NA,58.261,NA,1684.984,0.581,0.5,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs on mainland",1,0,"Indomalayan",1,"sundasciurus_hippurus",-1.09319200498258,0,0,0,0,0
"2707","Rodentia","Sciuridae","Sundasciurus","hoogstraali","Sundasciurus hoogstraali","Sundasciurus hoogstraali",264.3,4.125,210,NA,1723.042,NA,318.175,NA,357.621,51.499,5,2.244,1.679,147.774,NA,45.507,NA,1074.873,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",2,"sundasciurus_hoogstraali",-1.33067045737189,0,0,0,0,0
"2708","Rodentia","Sciuridae","Sundasciurus","jentinki","Sundasciurus jentinki","Sundasciurus jentinki",264.3,4.097,210,NA,1725.382,NA,319.993,NA,359.146,51.239,5,2.247,1.675,147.852,NA,45.902,NA,1066.642,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs on large land bridge islands",0,0,"Indomalayan",1,"sundasciurus_jentinki",-1.33067045737189,0,0,0,0,0
"2709","Rodentia","Sciuridae","Sundasciurus","juvencus","Sundasciurus juvencus","Sundasciurus juvencus",264.3,4.121,210,NA,1729.206,NA,315.626,NA,355.276,51.546,5,2.263,1.68,147.651,NA,45.749,NA,1074.338,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Indomalayan",2,"sundasciurus_juvencus",-1.33067045737189,0,0,0,0,0
"2710","Rodentia","Sciuridae","Sundasciurus","lowii","Sundasciurus lowii","Sundasciurus lowii",67,3.207,137.56,NA,4051.5,NA,352.842,NA,392.985,45.922,5,2.5,1.647,149.636,NA,52.814,NA,1481.433,0.24,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"Ar",3,0,0,1,0,1400,NA,NA,1,"Occurs on mainland",1,0,"Indomalayan",2,"sundasciurus_lowii",-2.70306265959117,0,0,0,0,0
"2711","Rodentia","Sciuridae","Sundasciurus","mindanensis","Sundasciurus mindanensis","Sundasciurus mindanensis",264.3,4.133,210,NA,1734.708,NA,321.246,NA,359.978,51.159,5,2.261,1.674,150.538,NA,46.053,NA,1072.41,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs only on isolated islands",1,0,"Indomalayan",1,"sundasciurus_mindanensis",-1.33067045737189,0,0,0,0,0
"2712","Rodentia","Sciuridae","Sundasciurus","moellendorffi","Sundasciurus moellendorffi","Sundasciurus moellendorffi",264.3,4.124,210,NA,1727.658,NA,316.656,NA,356.149,51.649,5,2.231,1.687,147.44,NA,45.684,NA,1076.618,0.51,NA,0,NA,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",2,"sundasciurus_moellendorffi",-1.33067045737189,0,0,0,0,0
"2713","Rodentia","Sciuridae","Sundasciurus","philippinensis","Sundasciurus philippinensis","Sundasciurus philippinensis",264.3,4.159,210,NA,2029.465,NA,310.977,NA,350.556,51.138,5,2.388,1.723,143.225,NA,45.649,NA,1089.501,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,2100,0,2100,1,"Occurs only on isolated islands",0,0,"Indomalayan",2,"sundasciurus_philippinensis",-1.33067045737189,0,0,0,0,0
"2714","Rodentia","Sciuridae","Sundasciurus","rabori","Sundasciurus rabori","Sundasciurus rabori",264.3,4.104,210,NA,1741.028,NA,323.135,NA,362.706,52.171,5,2.314,1.685,150.408,NA,46.215,NA,1049.952,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,1300,1100,200,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",1,"sundasciurus_rabori",-1.33067045737189,0,0,0,0,0
"2715","Rodentia","Sciuridae","Sundasciurus","samarensis","Sundasciurus samarensis","Sundasciurus samarensis",225,4.152,210,NA,1880.313,NA,324.753,NA,364.16,50.251,5,2.253,1.659,152.72,NA,48.856,NA,1127.334,0.467,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,"sundasciurus_samarensis",-1.49165487677772,0,0,0,0,0
"2716","Rodentia","Sciuridae","Sundasciurus","steerii","Sundasciurus steerii","Sundasciurus steerii",264.3,4.125,210,NA,1749.602,NA,317.269,NA,356.623,51.464,5,2.266,1.68,147.09,NA,45.524,NA,1075.13,0.51,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"G",3,0,0,1,0,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Indomalayan",2,"sundasciurus_steerii",-1.33067045737189,0,0,0,0,0
"2717","Rodentia","Sciuridae","Sundasciurus","tenuis","Sundasciurus tenuis","Sundasciurus tenuis",75,2.686,168.37,NA,3650,NA,331.579,NA,369.445,43.784,5,3,1.674,137.585,NA,52.877,NA,1351.964,0.255,141.72,0,2,NA,NA,10,0,90,10,0,0,0,0,0,60,0,0,30,2,2,"Ar",3,0,0,1,0,NA,NA,NA,1,"Occurs on mainland",1,0,"Indomalayan",1,"sundasciurus_tenuis",-2.59026716544583,0,0,0,0,0
"2718","Carnivora","Herpestidae","Suricata","suricatta","Suricata suricatta","Suricata suricatta",776,10.81,317.855,NA,7519,377.37,365,365,365,77,NA,3.86,1,364.75,29.75,44,225.5,1868.07,0.922,NA,0,1,11.76,NA,70,20,10,70,0,0,0,20,0,0,0,0,10,2,2,"G",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",4,"suricata_suricatta",-0.253602758798918,0,0,0,0,0
"2719","Cetartiodactyla","Suidae","Sus","barbatus","Sus barbatus","Sus barbatus",102750,151.249,1574.995,NA,5913,362.5,362.5,NA,408,121.744,12,4,1,341.945,NA,105.85,NA,2555,13.545,17.3,0,1,NA,6.25,10,20,70,10,0,0,0,10,10,0,0,10,60,1,2,"G",2,0,0,1,0,NA,0,NA,0,"Occurs on mainland",1,0,"Indomalayan",1,"sus_barbatus",4.63229885337634,0,0,0,0,0
